,recipeA,recipeB,shared_ingred
1991,Aji de gallina,Aged sirloin steak with Thai salad and toasted hazelnuts,5
1992,Aji de gallina,Aglio e peperoncino,2
1993,Aji de gallina,Agnello alla menta con insalata calda (Italian lamb casserole with warm salad),3
1994,Aji de gallina,Aïoli,2
1995,Aji de gallina,Adhraki gosht (lamb masala in a tomato and ginger sauce),5
1996,Aji de gallina,Ajwain parathas ,1
1997,Aji de gallina,Albanian baked lamb with rice (Tavë kosi),3
1998,Aji de gallina,Saturday Kitchen Sling ,1
1999,Aji de gallina,Aji de gallina,12
2000,Aji de gallina,Ajitsuke tamago (Japanese pickled eggs),1
2001,Aji de gallina,Albondigas (spicy Mexican meatballs with red rice),7
2002,Aji de gallina,All-in-one rib roast with horseradish glaze,0
2003,Aji de gallina,"Prawns al cremat with a Little Gem, dandelion and watercress salad served with aioli",4
2004,Aji de gallina,All-day breakfast frittata,2
2005,Aji de gallina,All-purpose easy butter cake,2
2006,Aji de gallina,Ale fruit loaf,1
2007,Aji de gallina,All-in-one white sauce,2
2008,Aji de gallina,Almond and cauliflower korma curry,5
2009,Aji de gallina,"Almond, cranberry and orange biscotti",1
2010,Aji de gallina,Almond-crusted salmon with chilli spinach,4
2011,Aji de gallina,Almond and lemon polenta cake with orange mascarpone,1
2012,Aji de gallina,Almond lentil stew,4
2013,Aji de gallina,Almond dipping sauce with pitta bread fingers,2
2014,Aji de gallina,Almond pancakes with ice cream and toffee sauce,2
2015,Aji de gallina,Almond puddings with Christmas pudding ice cream,2
2016,Aji de gallina,Almond-rolled goats' cheese,5
2017,Aji de gallina,Almond rice pudding and cherry compôte,2
2018,Aji de gallina,Almond praline,0
2019,Aji de gallina,Almondy mince pies,1
2020,Aji de gallina,Almond tart,1
2021,Aji de gallina,Almond semifreddo,1
2022,Aji de gallina,Alpine pizza,3
2023,Aji de gallina,Almond soup,4
2024,Aji de gallina,Alternative fish and chips,3
2025,Aji de gallina,Aloo panchporan (Stir-fried potatoes tempered with five spices),4
2026,Aji de gallina,Amaretti and berry sundae,1
2027,Aji de gallina,Amaretti biscuits,0
2028,Aji de gallina,"Salt crust chicken with peas, broad beans and mousseron mushrooms",4
2029,Aji de gallina,Amaretti tiramisu,2
2030,Aji de gallina,Amaretti biscuits,0
2031,Aji de gallina,Amaretti-stuffed pears with red wine and vanilla sauce,1
2032,Aji de gallina,Amaretti biscuits,1
2033,Aji de gallina,A medley of shellfish with baby vegetables,1
2034,Aji de gallina,Amaretto vanilla custard,2
2035,Aji de gallina,Amazing apple tarts,1
2036,Aji de gallina,American baked cheesecake,1
2037,Aji de gallina,American-style pancakes with bacon and maple syrup,2
2038,Aji de gallina,Gluten-free American buttermilk pancakes,1
2039,Aji de gallina,American pancakes with flambéed cherries and warm chocolate sauce,3
2040,Aji de gallina,Chocolate ripple cheesecake,1
2041,Aji de gallina,Breakfast muffins,2
2042,Aji de gallina,American fried chicken with spicy chickpeas and honey glazed tomatoes,4
2043,Aji de gallina,American-style chocolate brownies,1
2044,Aji de gallina,American-style mango pancakes,3
2045,Aji de gallina,American style pancakes with sausage,1
2046,Aji de gallina,American-style pancakes with blueberries,3
2047,Aji de gallina,American-style pancakes with blueberries,1
2048,Aji de gallina,Anatra con melagrana (duck with pomegranate) and sautéed escarole,3
2049,Aji de gallina,An authentic ragù bolognese,5
2050,Aji de gallina,Anchoïade dip,3
2051,Aji de gallina,Anchoïade with crudites,4
2052,Aji de gallina,Anchovy and sage crisps,2
2053,Aji de gallina,Pork chops with celeriac mash and apple and ale gravy,4
2054,Aji de gallina,An extraordinary way with lettuce,2
2055,Aji de gallina,Andalucian shrimp and spring onion fritters,2
2056,Aji de gallina,"Andalucian pork with apricots, prunes and herbs, rolled in paprika",3
2057,Aji de gallina,Feijoada ,5
2058,Aji de gallina,Angela's slow roasted ginger pork,2
2059,Aji de gallina,Angel food cake with lemon curd,1
2060,Aji de gallina,Chicken in white wine sauce,4
2061,Aji de gallina,Annika's glögg (Annika’s mulled wine),1
2062,Aji de gallina,Anolini in brodo (meat filled pasta in chicken broth),4
2063,Aji de gallina,Easy cookies,1
2064,Aji de gallina,Anglesey eggs with bacon chops,3
2065,Aji de gallina,Antony's 'mainstay' mince,5
2066,Aji de gallina,Aperitivo di passata,2
2067,Aji de gallina,Apple and blueberry cobbler,0
2068,Aji de gallina,Delia's any kind of cheese sauce,4
2069,Aji de gallina,Apple and blackberry crumble,1
2070,Aji de gallina,Apple and blueberry pie,1
2071,Aji de gallina,Apple and carrot sesame crumble,1
2072,Aji de gallina,Apple and Cheshire cheese bake,0
2073,Aji de gallina,Apple and bacon chutney,1
2074,Aji de gallina,Apple and cinnamon kugelhopf with honeyed apples,2
2075,Aji de gallina,Loaf cake with apple and cinnamon,0
2076,Aji de gallina,Apple and filo tart with scallops and bacon salad,2
2077,Aji de gallina,Apple and lemon kites ,1
2078,Aji de gallina,Apple and passion fruit tartlets,2
2079,Ajitsuke tamago (Japanese pickled eggs),15 minute pasta,1
2080,Ajitsuke tamago (Japanese pickled eggs),3D biscuits ,3
2081,Ajitsuke tamago (Japanese pickled eggs),2-hour Christmas dinner,2
2082,Ajitsuke tamago (Japanese pickled eggs),Mustard and thyme crusted rib-eye of beef ,2
2083,Ajitsuke tamago (Japanese pickled eggs),Aberdeen butteries (Rowies),1
2084,Ajitsuke tamago (Japanese pickled eggs),Abundant steamed sea bass and seasonal clams with sizzling oil,3
2085,Ajitsuke tamago (Japanese pickled eggs),A classic sponge cake (with passion fruit filling),3
2086,Ajitsuke tamago (Japanese pickled eggs),Lemon curd ice cream,1
2087,Ajitsuke tamago (Japanese pickled eggs),"A creamy, crunchy fruit sundae",2
2088,Ajitsuke tamago (Japanese pickled eggs),"Acacia honey-glazed chicken breast with tomato, artichoke and watercress",1
2089,Ajitsuke tamago (Japanese pickled eggs),Ackee and saltfish,1
2090,Ajitsuke tamago (Japanese pickled eggs),Aged sirloin steak with Thai salad and toasted hazelnuts,2
2091,Ajitsuke tamago (Japanese pickled eggs),Aglio e peperoncino,0
2092,Ajitsuke tamago (Japanese pickled eggs),Agnello alla menta con insalata calda (Italian lamb casserole with warm salad),1
2093,Ajitsuke tamago (Japanese pickled eggs),Aïoli,1
2094,Ajitsuke tamago (Japanese pickled eggs),Adhraki gosht (lamb masala in a tomato and ginger sauce),1
2095,Ajitsuke tamago (Japanese pickled eggs),Ajwain parathas ,1
2096,Ajitsuke tamago (Japanese pickled eggs),Albanian baked lamb with rice (Tavë kosi),2
2097,Ajitsuke tamago (Japanese pickled eggs),Saturday Kitchen Sling ,1
2098,Ajitsuke tamago (Japanese pickled eggs),Aji de gallina,1
2099,Ajitsuke tamago (Japanese pickled eggs),Ajitsuke tamago (Japanese pickled eggs),4
2100,Ajitsuke tamago (Japanese pickled eggs),Albondigas (spicy Mexican meatballs with red rice),2
2101,Ajitsuke tamago (Japanese pickled eggs),All-in-one rib roast with horseradish glaze,0
2102,Ajitsuke tamago (Japanese pickled eggs),"Prawns al cremat with a Little Gem, dandelion and watercress salad served with aioli",1
2103,Ajitsuke tamago (Japanese pickled eggs),All-day breakfast frittata,2
2104,Ajitsuke tamago (Japanese pickled eggs),All-purpose easy butter cake,2
2105,Ajitsuke tamago (Japanese pickled eggs),Ale fruit loaf,2
2106,Ajitsuke tamago (Japanese pickled eggs),All-in-one white sauce,0
2107,Ajitsuke tamago (Japanese pickled eggs),Almond and cauliflower korma curry,1
2108,Ajitsuke tamago (Japanese pickled eggs),"Almond, cranberry and orange biscotti",3
2109,Ajitsuke tamago (Japanese pickled eggs),Almond-crusted salmon with chilli spinach,1
2110,Ajitsuke tamago (Japanese pickled eggs),Almond and lemon polenta cake with orange mascarpone,3
2111,Ajitsuke tamago (Japanese pickled eggs),Almond lentil stew,1
2112,Ajitsuke tamago (Japanese pickled eggs),Almond dipping sauce with pitta bread fingers,1
2113,Ajitsuke tamago (Japanese pickled eggs),Almond pancakes with ice cream and toffee sauce,3
2114,Ajitsuke tamago (Japanese pickled eggs),Almond puddings with Christmas pudding ice cream,3
2115,Ajitsuke tamago (Japanese pickled eggs),Almond-rolled goats' cheese,1
2116,Ajitsuke tamago (Japanese pickled eggs),Almond rice pudding and cherry compôte,2
2117,Ajitsuke tamago (Japanese pickled eggs),Almond praline,1
2118,Ajitsuke tamago (Japanese pickled eggs),Almondy mince pies,3
2119,Ajitsuke tamago (Japanese pickled eggs),Almond tart,2
2120,Ajitsuke tamago (Japanese pickled eggs),Almond semifreddo,3
2121,Ajitsuke tamago (Japanese pickled eggs),Alpine pizza,1
2122,Ajitsuke tamago (Japanese pickled eggs),Almond soup,1
2123,Ajitsuke tamago (Japanese pickled eggs),Alternative fish and chips,2
2124,Ajitsuke tamago (Japanese pickled eggs),Aloo panchporan (Stir-fried potatoes tempered with five spices),1
2125,Ajitsuke tamago (Japanese pickled eggs),Amaretti and berry sundae,2
2126,Ajitsuke tamago (Japanese pickled eggs),Amaretti biscuits,2
2127,Ajitsuke tamago (Japanese pickled eggs),"Salt crust chicken with peas, broad beans and mousseron mushrooms",2
2128,Ajitsuke tamago (Japanese pickled eggs),Amaretti tiramisu,2
2129,Ajitsuke tamago (Japanese pickled eggs),Amaretti biscuits,2
2130,Ajitsuke tamago (Japanese pickled eggs),Amaretti-stuffed pears with red wine and vanilla sauce,3
2131,Ajitsuke tamago (Japanese pickled eggs),Amaretti biscuits,3
2132,Ajitsuke tamago (Japanese pickled eggs),A medley of shellfish with baby vegetables,1
2133,Ajitsuke tamago (Japanese pickled eggs),Amaretto vanilla custard,3
2134,Ajitsuke tamago (Japanese pickled eggs),Amazing apple tarts,3
2135,Ajitsuke tamago (Japanese pickled eggs),American baked cheesecake,3
2136,Ajitsuke tamago (Japanese pickled eggs),American-style pancakes with bacon and maple syrup,3
2137,Ajitsuke tamago (Japanese pickled eggs),Gluten-free American buttermilk pancakes,2
2138,Ajitsuke tamago (Japanese pickled eggs),American pancakes with flambéed cherries and warm chocolate sauce,2
2139,Ajitsuke tamago (Japanese pickled eggs),Chocolate ripple cheesecake,3
2140,Ajitsuke tamago (Japanese pickled eggs),Breakfast muffins,2
2141,Ajitsuke tamago (Japanese pickled eggs),American fried chicken with spicy chickpeas and honey glazed tomatoes,1
2142,Ajitsuke tamago (Japanese pickled eggs),American-style chocolate brownies,3
2143,Ajitsuke tamago (Japanese pickled eggs),American-style mango pancakes,2
2144,Ajitsuke tamago (Japanese pickled eggs),American style pancakes with sausage,2
2145,Ajitsuke tamago (Japanese pickled eggs),American-style pancakes with blueberries,2
2146,Ajitsuke tamago (Japanese pickled eggs),American-style pancakes with blueberries,2
2147,Ajitsuke tamago (Japanese pickled eggs),Anatra con melagrana (duck with pomegranate) and sautéed escarole,1
2148,Ajitsuke tamago (Japanese pickled eggs),An authentic ragù bolognese,1
2149,Ajitsuke tamago (Japanese pickled eggs),Anchoïade dip,1
2150,Ajitsuke tamago (Japanese pickled eggs),Anchoïade with crudites,2
2151,Ajitsuke tamago (Japanese pickled eggs),Anchovy and sage crisps,2
2152,Ajitsuke tamago (Japanese pickled eggs),Pork chops with celeriac mash and apple and ale gravy,1
2153,Ajitsuke tamago (Japanese pickled eggs),An extraordinary way with lettuce,1
2154,Ajitsuke tamago (Japanese pickled eggs),Andalucian shrimp and spring onion fritters,2
2155,Ajitsuke tamago (Japanese pickled eggs),"Andalucian pork with apricots, prunes and herbs, rolled in paprika",0
2156,Ajitsuke tamago (Japanese pickled eggs),Feijoada ,1
2157,Ajitsuke tamago (Japanese pickled eggs),Angela's slow roasted ginger pork,1
2158,Ajitsuke tamago (Japanese pickled eggs),Angel food cake with lemon curd,3
2159,Ajitsuke tamago (Japanese pickled eggs),Chicken in white wine sauce,2
2160,Ajitsuke tamago (Japanese pickled eggs),Annika's glögg (Annika’s mulled wine),2
2161,Ajitsuke tamago (Japanese pickled eggs),Anolini in brodo (meat filled pasta in chicken broth),2
2162,Ajitsuke tamago (Japanese pickled eggs),Easy cookies,3
2163,Ajitsuke tamago (Japanese pickled eggs),Anglesey eggs with bacon chops,2
2164,Ajitsuke tamago (Japanese pickled eggs),Antony's 'mainstay' mince,1
2165,Ajitsuke tamago (Japanese pickled eggs),Aperitivo di passata,2
2166,Ajitsuke tamago (Japanese pickled eggs),Apple and blueberry cobbler,2
2167,Ajitsuke tamago (Japanese pickled eggs),Delia's any kind of cheese sauce,1
2168,Ajitsuke tamago (Japanese pickled eggs),Apple and blackberry crumble,2
2169,Ajitsuke tamago (Japanese pickled eggs),Apple and blueberry pie,3
2170,Ajitsuke tamago (Japanese pickled eggs),Apple and carrot sesame crumble,1
2171,Ajitsuke tamago (Japanese pickled eggs),Apple and Cheshire cheese bake,1
2172,Ajitsuke tamago (Japanese pickled eggs),Apple and bacon chutney,1
2173,Ajitsuke tamago (Japanese pickled eggs),Apple and cinnamon kugelhopf with honeyed apples,3
2174,Ajitsuke tamago (Japanese pickled eggs),Loaf cake with apple and cinnamon,2
2175,Ajitsuke tamago (Japanese pickled eggs),Apple and filo tart with scallops and bacon salad,1
2176,Ajitsuke tamago (Japanese pickled eggs),Apple and lemon kites ,2
2177,Ajitsuke tamago (Japanese pickled eggs),Apple and passion fruit tartlets,3
2178,Albondigas (spicy Mexican meatballs with red rice),15 minute pasta,2
2179,Albondigas (spicy Mexican meatballs with red rice),3D biscuits ,2
2180,Albondigas (spicy Mexican meatballs with red rice),2-hour Christmas dinner,2
2181,Albondigas (spicy Mexican meatballs with red rice),Mustard and thyme crusted rib-eye of beef ,4
2182,Albondigas (spicy Mexican meatballs with red rice),Aberdeen butteries (Rowies),4
2183,Albondigas (spicy Mexican meatballs with red rice),Abundant steamed sea bass and seasonal clams with sizzling oil,3
2184,Albondigas (spicy Mexican meatballs with red rice),A classic sponge cake (with passion fruit filling),2
2185,Albondigas (spicy Mexican meatballs with red rice),Lemon curd ice cream,1
2186,Albondigas (spicy Mexican meatballs with red rice),"A creamy, crunchy fruit sundae",1
2187,Albondigas (spicy Mexican meatballs with red rice),"Acacia honey-glazed chicken breast with tomato, artichoke and watercress",5
2188,Albondigas (spicy Mexican meatballs with red rice),Ackee and saltfish,5
2189,Albondigas (spicy Mexican meatballs with red rice),Aged sirloin steak with Thai salad and toasted hazelnuts,7
2190,Albondigas (spicy Mexican meatballs with red rice),Aglio e peperoncino,3
2191,Albondigas (spicy Mexican meatballs with red rice),Agnello alla menta con insalata calda (Italian lamb casserole with warm salad),4
2192,Albondigas (spicy Mexican meatballs with red rice),Aïoli,4
2193,Albondigas (spicy Mexican meatballs with red rice),Adhraki gosht (lamb masala in a tomato and ginger sauce),7
2194,Albondigas (spicy Mexican meatballs with red rice),Ajwain parathas ,3
2195,Albondigas (spicy Mexican meatballs with red rice),Albanian baked lamb with rice (Tavë kosi),6
2196,Albondigas (spicy Mexican meatballs with red rice),Saturday Kitchen Sling ,1
2197,Albondigas (spicy Mexican meatballs with red rice),Aji de gallina,7
2198,Albondigas (spicy Mexican meatballs with red rice),Ajitsuke tamago (Japanese pickled eggs),2
2199,Albondigas (spicy Mexican meatballs with red rice),Albondigas (spicy Mexican meatballs with red rice),18
2200,Albondigas (spicy Mexican meatballs with red rice),All-in-one rib roast with horseradish glaze,2
2201,Albondigas (spicy Mexican meatballs with red rice),"Prawns al cremat with a Little Gem, dandelion and watercress salad served with aioli",5
2202,Albondigas (spicy Mexican meatballs with red rice),All-day breakfast frittata,3
2203,Albondigas (spicy Mexican meatballs with red rice),All-purpose easy butter cake,3
2204,Albondigas (spicy Mexican meatballs with red rice),Ale fruit loaf,3
2205,Albondigas (spicy Mexican meatballs with red rice),All-in-one white sauce,1
2206,Albondigas (spicy Mexican meatballs with red rice),Almond and cauliflower korma curry,5
2207,Albondigas (spicy Mexican meatballs with red rice),"Almond, cranberry and orange biscotti",3
2208,Albondigas (spicy Mexican meatballs with red rice),Almond-crusted salmon with chilli spinach,5
2209,Albondigas (spicy Mexican meatballs with red rice),Almond and lemon polenta cake with orange mascarpone,2
2210,Albondigas (spicy Mexican meatballs with red rice),Almond lentil stew,5
2211,Albondigas (spicy Mexican meatballs with red rice),Almond dipping sauce with pitta bread fingers,2
2212,Albondigas (spicy Mexican meatballs with red rice),Almond pancakes with ice cream and toffee sauce,3
2213,Albondigas (spicy Mexican meatballs with red rice),Almond puddings with Christmas pudding ice cream,2
2214,Albondigas (spicy Mexican meatballs with red rice),Almond-rolled goats' cheese,5
2215,Albondigas (spicy Mexican meatballs with red rice),Almond rice pudding and cherry compôte,1
2216,Albondigas (spicy Mexican meatballs with red rice),Almond praline,0
2217,Albondigas (spicy Mexican meatballs with red rice),Almondy mince pies,3
2218,Albondigas (spicy Mexican meatballs with red rice),Almond tart,1
