,title,description,ingredients,instructions,rating_stars,review_count,photo_url,total_time_minutes,url
173,Garlic Cheese Biscuits,"Light, tasty biscuits - just as good as the ones served at a popular seafood restaurant chain.","['2 cups buttermilk baking mix', '2/3 cup milk', '1/2 cup shredded Cheddar cheese', '1/4 cup butter, melted', '1/2 teaspoon garlic powder']","['Preheat oven to 450 degrees F (230 degrees C).', 'Combine baking mix, milk and cheddar cheese in mixing bowl. Beat with wooden spoon till soft dough forms.', 'Drop dough by spoonfuls onto ungreased cookie sheet. Bake 8-10 minutes until golden brown.', 'Mix butter and garlic powder and brush over warm biscuits before removing from cookie sheet.']",4.62,355,http://images.media-allrecipes.com/userphotos/250x250/619235.jpg,20,http://allrecipes.com/Recipe/6837/
174,Quick Sticky Buns,These are great when you want homemade goodies but don't have the time to make them. I sometimes use flaked coconut instead of the pecans for a different taste!,"['1 (10 ounce) can refrigerated biscuit dough', '2 tablespoons margarine, melted', '1/2 cup packed light brown sugar', '1 teaspoon ground cinnamon', '2 tablespoons dark corn syrup', '1/4 cup chopped pecans']","['Cut each biscuit in half and form each piece into a ball.', 'Combine sugar, cinnamon and pecans in small bowl. Dip each biscuit half into margarine, then into sugar mixture. Place in greased 8-inch cake pan. Mix remaining margarine and sugar and spoon over biscuits balls. Drizzle corn syrup over all .', 'Bake at 450 degrees F (230 degrees C) for 10-12 minutes. Serve warm.']",4.63,36,http://images.media-allrecipes.com/userphotos/250x250/231510.jpg,20,http://allrecipes.com/Recipe/6836/
175,Poppy Seed Bread III,"We usually make this bread around Christmas time, but it's good anytime!","['3 cups all-purpose flour', '2 1/4 cups white sugar', '1 1/2 teaspoons baking powder', '1 1/2 teaspoons salt', '1 1/2 cups milk', '1 1/2 teaspoons vanilla extract', '3 eggs', '1 1/8 cups vegetable oil', '1 1/2 tablespoons poppy seeds', '1 1/2 teaspoons butter flavored extract', '1 1/2 teaspoons almond extract', '1/4 cup orange juice', '3/4 cup white sugar', '1/2 teaspoon vanilla extract', '1/2 teaspoon butter flavored extract', '1/2 teaspoon almond extract']","['Mix together the flour, 2 1/4 cups white sugar, baking powder, salt, milk, 1 1/2 teaspoons vanilla and eggs. Mix in the vegetable oil, poppy seeds, 1 1/2 teaspoons butter flavoring and 1 1/2 teaspoons almond flavoring. Beat with an electric mixer for 1 to 2 minutes.', 'Lightly grease 2 loaf pans or 6 small loaf pans. Bake 45-60 minutes at 350 degrees F (175 degrees C). Cool for 3 minutes and top with the orange glaze.', 'To make Orange Glaze: Mix together 1/4 cup orange juice, 3/4 cup sugar, 1/2 teaspoon vanilla, 1/2 teaspoon butter flavoring and 1/2 teaspoon almond flavoring.']",4.59,28,http://images.media-allrecipes.com/userphotos/560x315/47428.jpg,75,http://allrecipes.com/Recipe/6838/
176,Sweeter Muffins,Got this recipe in Home-Ec class in the late 60's.  Goes great with fried chicken.,"['1 egg', '1/2 cup milk', '1/4 cup vegetable oil', '1 1/2 cups all-purpose flour', '1/2 cup white sugar', '2 teaspoons baking powder', '1/2 teaspoon salt']","['Preheat oven to 400 degrees F (205 degrees C).', 'Grease muffin cups or use papers. Beat egg with a fork. Stir in milk and oil. Sift four and measure. Add sugar, baking powder and salt. Add egg mixture to flour and stir until flour is moistened. BATTER SHOULD BE LUMPY. DO NOT OVERMIX.', 'Fill muffin cups 2/3 full. Bake 20 to 25 minutes until golden brown. Muffins should have rounded and pebbled tops. Serve warm.']",4.57,69,http://images.media-allrecipes.com/userphotos/560x315/4501953.jpg,30,http://allrecipes.com/Recipe/6839/
177,Pumpkin Bread III,This recipe has been in my family for generations.  It's incredibly delicious with a wonderful spice flavor.  Try to use coffee cans to bake them in - makes all the difference in the world!  A wonderful Christmas gift.,"['3 cups all-purpose flour', '3 cups white sugar', '1 teaspoon ground cinnamon', '1 teaspoon ground nutmeg', '1 teaspoon ground allspice', '1 1/2 teaspoons salt', '2 teaspoons baking soda', '1 cup vegetable oil', '2/3 cup water', '1 cup canned pumpkin', '4 eggs']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour 3 - 1 pound coffee cans.', 'Sift together the dry ingredients .', 'Combine the vegetable oil, water, canned pumpkin and eggs. Slowly add dry ingredients to egg mixture and mix until blended', 'Evenly distribute the batter between the coffee cans. Bake at 350 degrees F (175 degrees C) for 50-55 minutes or until a toothpick inserted in center comes out clean and top of bread is browned. Cool bread in coffee cans on a rack for 15 minutes. Remove bread from cans by running a knife around the inside and turning can upside down to dislodge bread (should slide right out!). Cool completely.']",4.66,54,http://images.media-allrecipes.com/userphotos/560x315/4181161.jpg,70,http://allrecipes.com/Recipe/6840/
178,Whole Wheat Zucchini Herb Bread,This bread is very light and rises high.,"['1/2 cup water', '2 teaspoons honey', '1 tablespoon vegetable oil', '3/4 cup grated zucchini', '3/4 cup whole wheat flour', '2 cups bread flour', '1 tablespoon chopped fresh basil', '2 teaspoons sesame seeds', '1 teaspoon salt', '1 1/2 teaspoons active dry yeast']","['Place ingredients in the pan of the bread machine in the order suggested by the manufacturer. Set for Basic Bread cycle, or Normal setting.']",4.45,43,http://images.media-allrecipes.com/userphotos/560x315/441246.jpg,185,http://allrecipes.com/Recipe/6841/
179,Chinky's Bibingka,"An all-time Philippine favorite. The creamy and sticky texture makes this recipe an irresistible one. Use any type of semi-soft or hard grated cheese, such as cheddar, that suits your taste.","['4 cups grated fresh cassava', '3 cups coconut milk', '3 tablespoons melted butter', '3 eggs', '1 1/2 cups white sugar', '1 teaspoon salt', '1 teaspoon vanilla extract', '1 teaspoon lemon zest', '1/4 cup shredded mozzarella cheese', '2 cups coconut milk', '1 (14 ounce) can sweetened condensed milk', '2 tablespoons all-purpose flour', '1/2 cup shredded mozzarella cheese', '2 egg yolks, beaten']","['NOTE: Cassava, also known as Manioc, tapioca or yucca, can be found in Filipino or Latin American food stores. Usually sold frozen and grated. Mix together the cassava with the coconut milk, melted butter and eggs. Stir in the white sugar, salt, vanilla, cheese and lemon rind.', 'Pour batter into a 9x5 inch loaf pan and bake at 350 degrees F (175 C) for 30-35 minutes or until done.', 'To Make Topping: Put 2 cups coconut milk, condensed milk, flour, and some grated cheese in a saucepan and boil, stirring constantly. When thick, add the slightly beaten egg yolks. Cook for two minutes. Spread on top of the cooked cassava and bake at 400 degrees F (200 degrees C) for ten minutes or until golden brown.']",4.44,11,http://images.media-allrecipes.com/userphotos/560x315/965390.jpg,40,http://allrecipes.com/Recipe/6842/
180,Chinky's Mango Bread,Get tropical with this mango-packed loaf enhanced with cinnamon and raisins. A wonderful summertime snack.,"['2 cups all-purpose flour', '2 teaspoons ground cinnamon', '2 teaspoons baking soda', '1/2 teaspoon salt', '1 1/4 cups white sugar', '2 eggs', '3/4 cup vegetable oil', '2 1/2 cups mangos, peeled, seeded and chopped', '1 teaspoon lemon juice', '1/4 cup raisins']","['Combine all of the dry ingredients. Beat eggs with oil and add to flour mixture. Add mangoes, lemon and raisins.', 'Pour into 2 greased 8 x 4 loaf pans. Bake at 350 degrees F -175 degrees C (325 degrees F for glass pans) for about 60 minutes or until toothpick comes out clean.']",4.28,71,http://images.media-allrecipes.com/userphotos/560x315/259274.jpg,80,http://allrecipes.com/Recipe/6843/
181,Chinky's Puto Bread,"A Philippine favorite.  Sprinkle with grated cheese on top, and enjoy hot or cold.","['2 3/4 cups cake flour', '1 1/4 cups white sugar', '2 tablespoons baking powder', '1/2 cup evaporated milk', '1 cup water', '2 eggs', '1 cup margarine, softened']","['Preheat oven to 375 degrees F (190 degrees C).', 'Mix together the cake flour, sugar and baking powder. Pour in the water and evaporated milk and stir well. Mix in the eggs and butter or margarine.', 'Pour the mixture into molds or muffin pans. Find a baking pan that your muffin pan will comfortable fit in. Pull the oven rack out a little (perhaps 1/4 out of the oven) and place the baking pan (with the muffin pan inside it) on the rack. VERY CAREFULLY pour about 4 cups of hot tap water into the baking pan which holds the muffin pan. Then VERY SLOWLY AND CAREFULLY slide the rack completely into the oven.', 'Bake at 375 degrees F (190 degrees C) for about 15 minutes or until a toothpick inserted into the center of a muffin comes out clean. Be VERY CAREFUL not to burn your hands with hot water or steam when you remove the muffins from the oven. Top with grated cheese.']",4.29,9,http://images.media-allrecipes.com/userphotos/560x315/1358881.jpg,25,http://allrecipes.com/Recipe/6844/
182,Baked Pumpkin Bread,"This is a lower calorie quick bread that does not skimp on flavor.  Buttermilk guarantees a moist crumb, too. Great for afternoon snack.","['1 1/2 cups all-purpose flour', '1 1/4 teaspoons baking soda', '1 teaspoon salt', '1 teaspoon ground cinnamon', '1/2 teaspoon ground nutmeg', '1 cup solid pack pumpkin puree', '1 cup packed brown sugar', '1/2 cup buttermilk', '1 egg', '2 tablespoons butter, softened']","['Preheat oven to 350 degrees F (175 degrees C).', 'Sift the flour, baking soda, salt, cinnamon and nutmeg into a large bowl. Mix in the pumpkin, brown sugar, buttermilk, egg and butter until well blended. Pour into a 9x5 inch loaf pan and smooth the top.', 'Bake for 1 hour in the preheated oven, or until a toothpick inserted into the center comes out clean.']",4.49,233,http://images.media-allrecipes.com/userphotos/560x315/3955183.jpg,70,http://allrecipes.com/Recipe/6845/
183,Blueberry Muffins II,Low-cholesterol muffins.,"['1 1/2 cups all-purpose flour', '1 cup fresh blueberries', '1 egg white', '1 tablespoon vegetable oil', '1/2 cup skim milk', '2 tablespoons margarine, melted', '2 teaspoons baking powder', '1/4 teaspoon salt', '1/2 cup white sugar']","['Preheat oven to 400 degrees F (205 degrees C). Use vegetable oil spray to grease 12-cup muffin tin. Set aside.', 'Mix 1/4 cup of the flour with the blueberries. Set aside. Beat egg white and 1 tablespoon oil lightly in bowl. Stir in milk and melted margarine or oil.', 'In separate bowl, mix together flour, baking powder, salt, and sugar. Sift dry ingredient mixture over egg white mixture. Stir just long enough to moisten flour. The batter will look lumpy. DO NOT OVERMIX. Fold in blueberries. Fill each tin two-thirds full with batter. Bake in preheated oven 20-25 minutes or until golden brown.']",4.06,38,http://images.media-allrecipes.com/userphotos/560x315/4468400.jpg,30,http://allrecipes.com/Recipe/6846/
184,Eggnog Quick Bread,"This cake gets better with age. It tastes like Christmas! Smaller loaves make excellent gifts. Use fresh eggnog, not the canned stuff.","['2 eggs', '1 cup white sugar', '1/2 cup butter, melted', '1 cup eggnog', '2 teaspoons rum flavored extract', '1 teaspoon vanilla extract', '2 1/4 cups all-purpose flour', '2 teaspoons baking powder', '1/2 teaspoon salt', '1/4 teaspoon ground nutmeg']","['Preheat oven to 350 degrees F (175 degrees C). Grease bottom only of a 9x5 inch loaf pan, or three 6x3 inch loaf pans.', 'Beat eggs in large bowl. Stir in sugar, melted butter, eggnog, rum extract, and vanilla. Combine the flour, baking powder, salt, and nutmeg. Stir into eggnog mixture, just enough to moisten dry ingredients. Pour batter into prepared pan or pans.', 'Bake bread in large pan for 40 to 60 minutes, or until a toothpick inserted in the center comes out clean. Breads baked in the smaller pans require 25 to 40 minutes. Let cool in pan for 10 minutes, then turn out onto a wire rack, and cool completely. Wrap tightly, and store in the refrigerator.']",4.21,87,http://images.media-allrecipes.com/userphotos/250x250/944550.jpg,70,http://allrecipes.com/Recipe/6847/
185,Strawberry Nut Bread,Another fruit bread to serve with lemonade or hot tea.  This is a very moist bread.,"['3 cups all-purpose flour', '1 teaspoon baking soda', '1/2 teaspoon salt', '3 teaspoons ground cinnamon', '2 cups white sugar', '2 cups sliced fresh strawberries', '4 eggs', '1 1/4 cups vegetable oil', '1 cup chopped walnuts']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease 2 9x5 inch loaf pans.', 'Sift together the flour, baking soda, salt, ground cinnamon and sugar in a large mixing bowl. Make a well in the center. Beat together the eggs and oil and pour them into the well. Stir just enough to moisten the ingredients. Fold in the strawberries and nuts. Pour mixture into prepared pans; fill containers no more than half full.', 'Bake in a preheated oven about 60 minutes or until a toothpick inserted in the center comes out clean. Cool 20 to 30 minutes before removing from pans. Move to a rack to cool completely before slicing.']",4.42,63,http://images.media-allrecipes.com/userphotos/560x315/9764.jpg,100,http://allrecipes.com/Recipe/6848/
186,Boiled Bagels,Bagels that are boiled before being baked.,"['4 1/4 cups all-purpose flour', '2 (.25 ounce) packages active dry yeast', '1 1/2 cups warm water (110 degrees F/45 degrees C)', '3 tablespoons white sugar', '1 tablespoon salt', '1 tablespoon white sugar']","['In large bowl, combine 1-1/2 cups flour and yeast. Mix water, 3 tablespoons sugar and salt together, and add to the dry ingredients. Beat with a mixer for half a minute at a low speed, scraping the sides of the bowl clean. Beat at a higher speed for 3 minutes. Then, by hand, mix in enough flour to make a moderately stiff dough.', 'Turn out onto a lightly floured surface and knead until smooth and elastic (8-10 minutes). Cover, let rest for 15 minutes.', 'Cut into 12 portions, shape into smooth balls. Poke a hole in the center with your finger, and gently enlarge the hole while working the bagel into a uniform shape. Cover, let rise 20 minutes.', 'Meanwhile, start a gallon of water boiling. Put 1 tablespoon of sugar in it, mix it around a bit. Reduce to simmering.', 'When the bagels are ready, put 4 or 5 bagels into the water, and cook 7 minutes, turning once. Drain them. Place on a greased baking sheet, and bake at 375 degrees F (190 degrees C) for 30 to 35 minutes. Remove from oven, eat hot or cold.', 'Broiling option: For a glossier surface, place raised bagels on an ungreased baking sheet prior to boiling them. Broil them five inches from heat for 1 to 1-1/2 minutes on each side. Then put them into the hot water to be boiled as above. Note: do not bake broiled bagels as long as non-broiled ones, 25 minutes should be long enough.']",4.4,347,http://images.media-allrecipes.com/userphotos/560x315/826929.jpg,100,http://allrecipes.com/Recipe/6849/
